X	Y	occurrencedate	premisetype	occurrencedayofweek	occurrencehour	Division	Neighbourhood
-79.2165375	43.7955093	2017-01-03T05:00:00.000Z	Commercial	Tuesday   	13	D42    	Malvern (132)
-79.4321747	43.6746063	2017-06-14T04:00:00.000Z	Outside	Wednesday 	23	D13    	Wychwood (94)
-79.5569611	43.6745491	2014-11-03T05:00:00.000Z	House	Monday    	21	D22	Princess-Rosethorn (10)
-79.5600281	43.7562561	2014-10-30T04:00:00.000Z	Commercial	Thursday  	17	D31	Humber Summit (21)
-79.4559326	43.7075958	2014-11-03T05:00:00.000Z	House	Monday    	23	D13	Yorkdale-Glen Park (31)
-79.4477081	43.74403	2014-10-24T04:00:00.000Z	House	Friday    	0	D32	Clanton Park (33)
-79.5328445	43.643158	2014-11-07T05:00:00.000Z	Outside	Friday    	17	D22	Islington-City Centre West (14)
-79.3104172	43.7996941	2014-11-09T05:00:00.000Z	House	Sunday    	20	D42	L'Amoreaux (117)
-79.406723	43.7441521	2014-11-06T05:00:00.000Z	Outside	Thursday  	7	D32	St.Andrew-Windfields (40)
-79.5453262	43.6796074	2014-11-07T05:00:00.000Z	Outside	Friday    	21	D23	Willowridge-Martingrove-Richview (7)
-79.5936508	43.7447319	2014-11-07T05:00:00.000Z	Outside	Friday    	23	D23	Mount Olive-Silverstone-Jamestown (2)
-79.5936508	43.7447319	2014-11-07T05:00:00.000Z	Outside	Friday    	23	D23	Mount Olive-Silverstone-Jamestown (2)
-79.5936508	43.7447319	2014-11-07T05:00:00.000Z	Outside	Friday    	23	D23	Mount Olive-Silverstone-Jamestown (2)
-79.5826874	43.7383919	2014-11-12T05:00:00.000Z	Outside	Wednesday 	21	D23	Mount Olive-Silverstone-Jamestown (2)
-79.3073349	43.6869392	2014-09-26T04:00:00.000Z	Outside	Friday    	17	D55	East End-Danforth (62)
-79.5112762	43.7318192	2014-11-13T05:00:00.000Z	Outside	Thursday  	16	D31	Downsview-Roding-CFB (26)
-79.4876709	43.7063751	2014-11-13T05:00:00.000Z	Outside	Thursday  	3	D12	Maple Leaf (29)
-79.5283203	43.7045479	2014-11-13T05:00:00.000Z	Outside	Thursday  	19	D12	Weston (113)
-79.4983597	43.6935539	2014-10-21T04:00:00.000Z	House	Tuesday   	20	D12	Brookhaven-Amesbury (30)
-79.3995743	43.6505852	2014-11-02T04:00:00.000Z	Outside	Sunday    	12	D14	Kensington-Chinatown (78)
-79.5732956	43.6910858	2014-11-14T05:00:00.000Z	Commercial	Friday    	5	D23	West Humber-Clairville (1)
-79.5079803	43.6912079	2014-11-15T05:00:00.000Z	Outside	Saturday  	20	D12	Mount Dennis (115)
-79.5640793	43.7061501	2014-11-14T05:00:00.000Z	Outside	Friday    	18	D23	West Humber-Clairville (1)
-79.4307175	43.6477127	2014-11-14T05:00:00.000Z	Outside	Friday    	15	D11	Little Portugal (84)
-79.3145142	43.7196884	2014-11-15T05:00:00.000Z	Commercial	Saturday  	17	D54	Victoria Village (43)
-79.3734589	43.6573067	2014-11-19T05:00:00.000Z	Outside	Wednesday 	18	D51	Moss Park (73)
-79.5104523	43.7492294	2014-11-14T05:00:00.000Z	Outside	Friday    	18	D31	Glenfield-Jane Heights (25)
-79.5264664	43.6600647	2014-11-20T05:00:00.000Z	House	Thursday  	8	D22	Edenbridge-Humber Valley (9)
-79.4763565	43.7189331	2014-11-11T05:00:00.000Z	House	Tuesday   	21	D12	Maple Leaf (29)
-79.3484726	43.6884575	2014-11-22T05:00:00.000Z	Outside	Saturday  	20	D54	Danforth East York (59)
-79.2146454	43.824913	2014-11-22T05:00:00.000Z	House	Saturday  	20	D42	Rouge (131)
-79.2645798	43.7952042	2014-11-21T05:00:00.000Z	Outside	Friday    	16	D42	Agincourt North (129)
-79.2321243	43.8398857	2014-11-24T05:00:00.000Z	House	Monday    	22	D42	Rouge (131)
-79.2321243	43.8398857	2014-11-24T05:00:00.000Z	House	Monday    	22	D42	Rouge (131)
-79.3840561	43.6564369	2014-04-29T04:00:00.000Z	Outside	Tuesday   	23	D52	Bay Street Corridor (76)
-79.4998016	43.774353	2014-11-19T05:00:00.000Z	Outside	Wednesday 	16	D31	York University Heights (27)
-79.6184387	43.732254	2014-11-26T05:00:00.000Z	House	Wednesday 	0	D23	West Humber-Clairville (1)
-79.450325	43.7339363	2014-11-23T05:00:00.000Z	Outside	Sunday    	14	D32	Clanton Park (33)
-79.339447	43.7574501	2014-11-26T05:00:00.000Z	House	Wednesday 	0	D33	Parkwoods-Donalda (45)
-79.339447	43.7574501	2014-11-26T05:00:00.000Z	House	Wednesday 	0	D33	Parkwoods-Donalda (45)
-79.4950714	43.6889572	2014-11-22T05:00:00.000Z	Outside	Saturday  	0	D12	Mount Dennis (115)
-79.3978119	43.7933273	2014-10-20T04:00:00.000Z	Other	Monday    	17	D32	Newtonbrook East (50)
-79.5251846	43.7733574	2014-10-27T04:00:00.000Z	Outside	Monday    	16	D31	Black Creek (24)
-79.5994492	43.7309113	2014-11-14T05:00:00.000Z	Outside	Friday    	14	D23	West Humber-Clairville (1)
-79.542305	43.7684555	2014-11-20T05:00:00.000Z	Outside	Thursday  	19	D31	Humber Summit (21)
-79.6118164	43.7316895	2014-11-25T05:00:00.000Z	House	Tuesday   	18	D23	West Humber-Clairville (1)
-79.5903702	43.7340126	2014-11-25T05:00:00.000Z	Outside	Tuesday   	21	D23	Mount Olive-Silverstone-Jamestown (2)
-79.5990524	43.7181282	2014-11-26T05:00:00.000Z	Outside	Wednesday 	13	D23	West Humber-Clairville (1)
-79.305336	43.7151031	2014-11-22T05:00:00.000Z	Outside	Saturday  	9	D54	O'Connor-Parkview (54)
-79.4528885	43.6839371	2014-11-27T05:00:00.000Z	Outside	Thursday  	22	D13	Caledonia-Fairbank (109)
-79.3243942	43.7042084	2014-11-23T05:00:00.000Z	Outside	Sunday    	0	D54	O'Connor-Parkview (54)
-79.5294037	43.705143	2014-11-30T05:00:00.000Z	Outside	Sunday    	3	D12	Weston (113)
-79.4730911	43.6963425	2014-10-16T04:00:00.000Z	House	Thursday  	21	D12	Beechborough-Greenbrook (112)
-79.5228577	43.7043686	2014-10-16T04:00:00.000Z	House	Thursday  	20	D12	Weston (113)
-79.5138016	43.7198334	2014-12-02T05:00:00.000Z	Outside	Tuesday   	14	D31	Downsview-Roding-CFB (26)
-79.5580597	43.7600021	2014-11-30T05:00:00.000Z	Commercial	Sunday    	18	D31	Humber Summit (21)
-79.221199	43.7596092	2014-11-30T05:00:00.000Z	Outside	Sunday    	16	D43	Woburn (137)
-79.4560394	43.6680946	2014-12-03T05:00:00.000Z	Outside	Wednesday 	23	D11	Weston-Pellam Park (91)
-79.3142395	43.7415009	2014-12-04T05:00:00.000Z	Outside	Thursday  	15	D33	Parkwoods-Donalda (45)
-79.3323822	43.6814842	2014-12-08T05:00:00.000Z	Outside	Monday    	22	D54	Danforth (66)
-79.522522	43.771244	2014-12-06T05:00:00.000Z	Outside	Saturday  	5	D31	Black Creek (24)
-79.541214	43.7657547	2014-12-07T05:00:00.000Z	Commercial	Sunday    	2	D31	Humber Summit (21)
-79.3301163	43.6828537	2014-12-07T05:00:00.000Z	Outside	Sunday    	21	D54	Danforth (66)
-79.2882538	43.7558556	2014-12-06T05:00:00.000Z	Outside	Saturday  	5	D41	Dorset Park (126)
-79.3465271	43.7695732	2014-10-17T04:00:00.000Z	Outside	Friday    	19	D33	Henry Farm (53)
-79.4264221	43.7793198	2014-12-08T05:00:00.000Z	House	Monday    	23	D32	Newtonbrook West (36)
-79.3097916	43.7421455	2014-12-11T05:00:00.000Z	Outside	Thursday  	8	D33	Wexford/Maryvale (119)
-79.2323532	43.8152542	2014-12-10T05:00:00.000Z	Commercial	Wednesday 	19	D42	Rouge (131)
-79.6027298	43.7237282	2014-12-10T05:00:00.000Z	House	Wednesday 	23	D23	West Humber-Clairville (1)
-79.3712692	43.770359	2014-12-12T05:00:00.000Z	Outside	Friday    	14	D33	Bayview Village (52)
-79.2705688	43.7983589	2014-12-13T05:00:00.000Z	Commercial	Saturday  	9	D42	Agincourt North (129)
-79.2758331	43.7084389	2014-12-14T05:00:00.000Z	Outside	Sunday    	2	D41	Clairlea-Birchmount (120)
-79.2611313	43.7736168	2014-07-13T04:00:00.000Z	Outside	Sunday    	17	D43	Bendale (127)
-79.2030182	43.7915421	2014-07-23T04:00:00.000Z	House	Wednesday 	23	D43	Morningside (135)
-79.5484695	43.6944733	2014-11-13T05:00:00.000Z	Outside	Thursday  	6	D23	Kingsview Village-The Westway (6)
-79.3466263	43.7032127	2014-12-16T05:00:00.000Z	Outside	Tuesday   	23	D53	Thorncliffe Park (55)
-79.513916	43.6015892	2014-12-10T05:00:00.000Z	Outside	Wednesday 	0	D22	New Toronto (18)
-79.3149872	43.7602425	2014-12-16T05:00:00.000Z	House	Tuesday   	22	D41	Wexford/Maryvale (119)
-79.4968872	43.6678772	2014-11-09T05:00:00.000Z	Outside	Sunday    	20	D12	Rockcliffe-Smythe (111)
-79.4709015	43.6804733	2014-11-23T05:00:00.000Z	Outside	Sunday    	2	D12	Keelesdale-Eglinton West (110)
-79.4482651	43.7248802	2014-12-25T05:00:00.000Z	Outside	Thursday  	10	D32	Yorkdale-Glen Park (31)
-79.4920197	43.6879234	2014-12-24T05:00:00.000Z	Outside	Wednesday 	12	D12	Mount Dennis (115)
-79.4043427	43.6446495	2014-12-30T05:00:00.000Z	Outside	Tuesday   	0	D14	Niagara (82)
-79.5631866	43.6582489	2014-12-26T05:00:00.000Z	House	Friday    	20	D22	Eringate-Centennial-West Deane (11)
-79.5554733	43.674221	2014-12-27T05:00:00.000Z	Outside	Saturday  	19	D22	Princess-Rosethorn (10)
-79.6220245	43.7468796	2014-12-19T05:00:00.000Z	Outside	Friday    	14	D23	West Humber-Clairville (1)
-79.5892334	43.7410965	2014-12-23T05:00:00.000Z	Commercial	Tuesday   	16	D23	Mount Olive-Silverstone-Jamestown (2)
-79.3157654	43.7967758	2015-01-03T05:00:00.000Z	Outside	Saturday  	1	D42	L'Amoreaux (117)
-79.4850006	43.6562004	2014-12-12T05:00:00.000Z	Outside	Friday    	12	D11	Runnymede-Bloor West Village (89)
-79.2810745	43.7658043	2014-10-06T04:00:00.000Z	Commercial	Monday    	10	D41	Dorset Park (126)
-79.167511	43.805397	2015-01-01T05:00:00.000Z	House	Thursday  	15	D42	Rouge (131)
-79.443306	43.6599045	2014-11-20T05:00:00.000Z	Commercial	Thursday  	0	D11	Dovercourt-Wallace Emerson-Junction (93)
-79.5849686	43.6783447	2015-01-06T05:00:00.000Z	Outside	Tuesday   	6	D23	West Humber-Clairville (1)
-79.3460388	43.7298737	2015-01-10T05:00:00.000Z	House	Saturday  	22	D33	Banbury-Don Mills (42)
-79.5667038	43.7117043	2015-01-10T05:00:00.000Z	Outside	Saturday  	11	D23	Rexdale-Kipling (4)
-79.4810638	43.6630096	2015-01-11T05:00:00.000Z	Outside	Sunday    	19	D11	Junction Area (90)
-79.415596	43.6628342	2015-01-13T05:00:00.000Z	Outside	Tuesday   	19	D14	Palmerston-Little Italy (80)
-79.3141556	43.7734909	2016-03-31T04:00:00.000Z	House	Thursday  	9	D42	Tam O'Shanter-Sullivan (118)
-79.3141556	43.7734909	2016-03-31T04:00:00.000Z	House	Thursday  	9	D42	Tam O'Shanter-Sullivan (118)
-79.3141556	43.7734909	2016-03-31T04:00:00.000Z	House	Thursday  	9	D42	Tam O'Shanter-Sullivan (118)
-79.4615173	43.6811943	2016-04-01T04:00:00.000Z	Outside	Friday    	1	D12	Weston-Pellam Park (91)
-79.4160004	43.7816391	2016-04-02T04:00:00.000Z	Other	Saturday  	17	D32	Newtonbrook East (50)
-79.4058228	43.7785378	2016-04-02T04:00:00.000Z	Outside	Saturday  	17	D32	Willowdale East (51)
-79.3672028	43.7601471	2016-04-04T04:00:00.000Z	House	Monday    	22	D33	St.Andrew-Windfields (40)
-79.5784149	43.6898994	2016-02-29T05:00:00.000Z	Commercial	Monday    	0	D23	West Humber-Clairville (1)
-79.6178741	43.7350426	2015-06-01T04:00:00.000Z	Outside	Monday    	0	D23	West Humber-Clairville (1)
-79.5437546	43.5983849	2016-02-19T05:00:00.000Z	Outside	Friday    	19	D22	Alderwood (20)
-79.3151016	43.7624931	2016-03-20T04:00:00.000Z	House	Sunday    	7	D41	Wexford/Maryvale (119)
-79.5560989	43.7625618	2016-04-04T04:00:00.000Z	Outside	Monday    	3	D31	Humber Summit (21)
-79.5379791	43.7385712	2016-04-05T04:00:00.000Z	Outside	Tuesday   	14	D31	Humbermede (22)
-79.5308304	43.7256851	2016-04-07T04:00:00.000Z	Outside	Thursday  	6	D31	Pelmo Park-Humberlea (23)
-79.4159851	43.6502991	2016-04-08T04:00:00.000Z	Outside	Friday    	8	D14	Trinity-Bellwoods (81)
-79.5990524	43.7181282	2016-04-09T04:00:00.000Z	Outside	Saturday  	23	D23	West Humber-Clairville (1)
-79.210022	43.8065491	2016-04-08T04:00:00.000Z	House	Friday    	21	D42	Malvern (132)
-79.5094604	43.6973038	2015-10-01T04:00:00.000Z	Outside	Thursday  	9	D12	Weston (113)
-79.5838089	43.7468147	2016-04-11T04:00:00.000Z	Outside	Monday    	23	D23	Mount Olive-Silverstone-Jamestown (2)
-79.4132919	43.7547073	2016-04-10T04:00:00.000Z	House	Sunday    	20	D32	Lansing-Westgate (38)
-79.3941422	43.6773872	2016-04-10T04:00:00.000Z	House	Sunday    	1	D53	Annex (95)
-79.4882813	43.7640915	2016-03-28T04:00:00.000Z	Outside	Monday    	8	D31	York University Heights (27)
-79.3328171	43.662674	2016-04-15T04:00:00.000Z	Outside	Friday    	20	D55	South Riverdale (70)
-79.5114594	43.6839638	2016-04-17T04:00:00.000Z	Outside	Sunday    	19	D23	Humber Heights-Westmount (8)
-79.5819321	43.6825752	2016-04-19T04:00:00.000Z	Outside	Tuesday   	9	D23	West Humber-Clairville (1)
-79.4875946	43.7496109	2017-12-09T05:00:00.000Z	Outside	Saturday  	22	D31    	York University Heights (27)
-79.4875946	43.7496109	2017-12-09T05:00:00.000Z	Outside	Saturday  	22	D31    	York University Heights (27)
-79.2445755	43.7283897	2017-10-06T04:00:00.000Z	Outside	Friday    	17	D43    	Cliffcrest (123)
-79.4030533	43.6808968	2014-04-03T04:00:00.000Z	House	Thursday  	22	D53	Casa Loma (96)
-79.4546661	43.6493492	2015-04-03T04:00:00.000Z	House	Friday    	1	D11	High Park-Swansea (87)
-79.4546661	43.6493492	2015-04-03T04:00:00.000Z	House	Friday    	1	D11	High Park-Swansea (87)
-79.3647995	43.7135696	2014-06-23T04:00:00.000Z	Outside	Monday    	23	D53	Leaside-Bennington (56)
-79.3733139	43.6472588	2014-04-10T04:00:00.000Z	Outside	Thursday  	19	D51	Waterfront Communities-The Island (77)
-79.3780899	43.6526833	2014-06-09T04:00:00.000Z	Outside	Monday    	3	D51	Church-Yonge Corridor (75)
-79.4786758	43.6248283	2017-05-06T04:00:00.000Z	Outside	Saturday  	12	D22	Mimico (includes Humber Bay Shores) (17)
-79.2141266	43.8163605	2015-04-19T04:00:00.000Z	House	Sunday    	22	D42	Malvern (132)
-79.3679428	43.6548576	2014-08-03T04:00:00.000Z	Outside	Sunday    	12	D51	Moss Park (73)
-79.3841553	43.6639061	2014-01-14T05:00:00.000Z	Outside	Tuesday   	8	D51	Church-Yonge Corridor (75)
-79.3722076	43.6676369	2015-05-07T04:00:00.000Z	Outside	Thursday  	10	D51	North St.James Town (74)
-79.3343964	43.7099991	2014-11-20T05:00:00.000Z	Outside	Thursday  	1	D54	Flemingdon Park (44)
-79.3982468	43.6433029	2015-10-11T04:00:00.000Z	Outside	Sunday    	0	D14	Waterfront Communities-The Island (77)
-79.3397522	43.6808586	2016-08-25T04:00:00.000Z	House	Thursday  	11	D54	Danforth (66)
-79.3650131	43.6610527	2014-05-01T04:00:00.000Z	Outside	Thursday  	19	D51	Regent Park (72)
-79.3757858	43.6696587	2014-05-13T04:00:00.000Z	Outside	Tuesday   	9	D51	North St.James Town (74)
-79.3787384	43.6510582	2014-01-25T05:00:00.000Z	Outside	Saturday  	14	D52	Church-Yonge Corridor (75)
-79.366951	43.6565018	2015-06-06T04:00:00.000Z	Outside	Saturday  	23	D51	Moss Park (73)
-79.4818726	43.6499062	2014-09-15T04:00:00.000Z	Outside	Monday    	11	D11	Runnymede-Bloor West Village (89)
-79.3865738	43.638855	2014-09-13T04:00:00.000Z	Outside	Saturday  	21	D52	Waterfront Communities-The Island (77)
-79.5773087	43.7240601	2016-06-07T04:00:00.000Z	House	Tuesday   	13	D23	West Humber-Clairville (1)
-79.3744125	43.6499252	2016-01-11T05:00:00.000Z	Outside	Monday    	9	D51	Church-Yonge Corridor (75)
-79.4259949	43.6427689	2015-09-17T04:00:00.000Z	Outside	Thursday  	8	D14	Little Portugal (84)
-79.4259949	43.6427689	2015-09-17T04:00:00.000Z	Outside	Thursday  	8	D14	Little Portugal (84)
-79.4609451	43.7674866	2015-09-14T04:00:00.000Z	House	Monday    	18	D32	Bathurst Manor (34)
-79.4840012	43.6842308	2015-08-01T04:00:00.000Z	Commercial	Saturday  	11	D12	Mount Dennis (115)
-79.432579	43.6661072	2015-07-27T04:00:00.000Z	Outside	Monday    	21	D14	Dovercourt-Wallace Emerson-Junction (93)
-79.2897339	43.6747322	2017-10-12T04:00:00.000Z	Outside	Thursday  	15	D55	The Beaches (63)
-79.3805237	43.66465	2014-08-13T04:00:00.000Z	Outside	Wednesday 	3	D51	Church-Yonge Corridor (75)
-79.5195694	43.6859016	2015-10-09T04:00:00.000Z	Apartment	Friday    	22	D23	Humber Heights-Westmount (8)
-79.3936386	43.6457634	2015-02-07T05:00:00.000Z	Outside	Saturday  	16	D52	Waterfront Communities-The Island (77)
-79.3722076	43.6767273	2014-09-07T04:00:00.000Z	Outside	Sunday    	9	D53	Rosedale-Moore Park (98)
-79.3675995	43.6563683	2014-07-01T04:00:00.000Z	Outside	Tuesday   	0	D51	Moss Park (73)
-79.4861374	43.6837311	2017-12-21T05:00:00.000Z	Outside	Thursday  	17	D12	Mount Dennis (115)
-79.1478195	43.7997742	2015-04-19T04:00:00.000Z	Commercial	Sunday    	15	D42	Rouge (131)
-79.251442	43.823288	2015-04-06T04:00:00.000Z	Commercial	Monday    	12	D42	Milliken (130)
-79.4366074	43.6387367	2015-06-24T04:00:00.000Z	Outside	Wednesday 	17	D14	South Parkdale (85)
-79.403862	43.637558	2015-08-13T04:00:00.000Z	Outside	Thursday  	19	D14	Niagara (82)
-79.3754196	43.6712799	2014-05-17T04:00:00.000Z	Outside	Saturday  	20	D51	North St.James Town (74)
-79.4209518	43.7082748	2014-11-30T05:00:00.000Z	House	Sunday    	23	D53	Forest Hill North (102)
-79.3923264	43.6460571	2015-07-26T04:00:00.000Z	Outside	Sunday    	14	D52	Waterfront Communities-The Island (77)
-79.3437195	43.7758369	2016-12-03T05:00:00.000Z	Commercial	Saturday  	14	D33	Don Valley Village (47)
-79.2703934	43.8071899	2015-04-28T04:00:00.000Z	Outside	Tuesday   	18	D42	Agincourt North (129)
-79.400528	43.6843109	2014-05-27T04:00:00.000Z	Outside	Tuesday   	10	D53	Yonge-St.Clair (97)
-79.5336304	43.7077866	2015-04-13T04:00:00.000Z	Outside	Monday    	18	D12	Weston (113)
-79.417244	43.6409912	2015-06-25T04:00:00.000Z	Outside	Thursday  	16	D14	Niagara (82)
-79.249794	43.7936363	2015-04-27T04:00:00.000Z	Outside	Monday    	11	D42	Agincourt South-Malvern West (128)
-79.3727646	43.6556091	2014-05-13T04:00:00.000Z	Outside	Tuesday   	16	D51	Moss Park (73)
-79.4017792	43.6538849	2015-09-26T04:00:00.000Z	Outside	Saturday  	19	D14	Kensington-Chinatown (78)
-79.3749313	43.6643295	2016-10-29T04:00:00.000Z	Outside	Saturday  	23	D51	Cabbagetown-South St.James Town (71)
-79.462326	43.6710243	2014-02-11T05:00:00.000Z	Outside	Tuesday   	8	D11	Weston-Pellam Park (91)
-79.3568497	43.7940369	2017-10-27T04:00:00.000Z	Outside	Friday    	19	D33	Hillcrest Village (48)
-79.5421295	43.7508507	2017-11-25T05:00:00.000Z	Outside	Saturday  	19	D31	Humbermede (22)
-79.3951645	43.6569748	2017-11-27T05:00:00.000Z	Outside	Monday    	8	D52	Kensington-Chinatown (78)
-79.2329788	43.7795486	2016-11-01T04:00:00.000Z	Outside	Tuesday   	8	D43	Woburn (137)
-79.5206833	43.7135468	2016-04-24T04:00:00.000Z	House	Sunday    	1	D12	Pelmo Park-Humberlea (23)
-79.5206833	43.7135468	2016-04-24T04:00:00.000Z	House	Sunday    	1	D12	Pelmo Park-Humberlea (23)
-79.4544373	43.6480637	2017-11-30T05:00:00.000Z	Outside	Thursday  	19	D11	High Park-Swansea (87)
-79.2595215	43.7001724	2017-10-20T04:00:00.000Z	Outside	Friday    	22	D41    	Birchcliffe-Cliffside (122)
-79.2535477	43.7743988	2017-11-27T05:00:00.000Z	Outside	Monday    	13	D43	Bendale (127)
-79.2437897	43.7077866	2017-12-04T05:00:00.000Z	House	Monday    	7	D41	Cliffcrest (123)
-79.5432587	43.7476311	2017-12-04T05:00:00.000Z	House	Monday    	6	D31	Humbermede (22)
-79.4176865	43.7005615	2017-12-05T05:00:00.000Z	House	Tuesday   	0	D13	Forest Hill South (101)
-79.4195709	43.6384964	2017-12-03T05:00:00.000Z	Outside	Sunday    	23	D14    	Niagara (82)
-79.3014297	43.7638702	2017-11-24T05:00:00.000Z	Commercial	Friday    	12	D41    	Wexford/Maryvale (119)
-79.2660065	43.8110886	2017-12-07T05:00:00.000Z	House	Thursday  	22	D42	Agincourt North (129)
-79.2644882	43.7240944	2017-12-08T05:00:00.000Z	Outside	Friday    	0	D41    	Kennedy Park (124)
-79.397644	43.6449547	2017-12-08T05:00:00.000Z	Outside	Friday    	22	D14	Waterfront Communities-The Island (77)
-79.2601852	43.7340698	2017-12-10T05:00:00.000Z	Outside	Sunday    	18	D41	Eglinton East (138)
-79.465889	43.6654282	2017-12-08T05:00:00.000Z	Outside	Friday    	4	D11	Junction Area (90)
-79.5060043	43.6255836	2017-12-08T05:00:00.000Z	Outside	Friday    	12	D22	Stonegate-Queensway (16)
-79.4404144	43.7853241	2017-12-09T05:00:00.000Z	House	Saturday  	7	D32	Newtonbrook West (36)
-79.3841629	43.7550697	2017-12-12T05:00:00.000Z	House	Tuesday   	0	D33    	St.Andrew-Windfields (40)
-79.5027084	43.7030411	2017-12-12T05:00:00.000Z	Outside	Tuesday   	0	D12	Rustic (28)
-79.2155685	43.7439499	2017-12-09T05:00:00.000Z	Outside	Saturday  	21	D43	Scarborough Village (139)
-79.2557144	43.7288933	2017-12-10T05:00:00.000Z	Outside	Sunday    	22	D41	Kennedy Park (124)
-79.5375824	43.7433014	2017-12-14T05:00:00.000Z	House	Thursday  	5	D31	Humbermede (22)
-79.5138016	43.7198334	2017-12-10T05:00:00.000Z	Outside	Sunday    	18	D31	Downsview-Roding-CFB (26)
-79.5164948	43.6915169	2017-12-14T05:00:00.000Z	House	Thursday  	8	D23	Humber Heights-Westmount (8)
-79.3271713	43.6825905	2017-12-13T05:00:00.000Z	Outside	Wednesday 	22	D54	Danforth (66)
-79.3398285	43.6865883	2017-12-13T05:00:00.000Z	House	Wednesday 	21	D54	Danforth East York (59)
-79.5811157	43.7138481	2017-12-05T05:00:00.000Z	Commercial	Tuesday   	12	D23	West Humber-Clairville (1)
-79.5102692	43.7063408	2017-10-05T04:00:00.000Z	Outside	Thursday  	21	D12	Weston (113)
-79.3321457	43.8072166	2017-12-17T05:00:00.000Z	House	Sunday    	3	D42	Steeles (116)
-79.4482651	43.7248802	2016-12-18T05:00:00.000Z	Outside	Sunday    	8	D32	Yorkdale-Glen Park (31)
-79.4194336	43.723938	2017-12-18T05:00:00.000Z	House	Monday    	23	D32	Bedford Park-Nortown (39)
-79.5490723	43.7506523	2017-12-17T05:00:00.000Z	Outside	Sunday    	22	D31    	Humber Summit (21)
-79.2738876	43.7308464	2017-12-19T05:00:00.000Z	Outside	Tuesday   	23	D41	Ionview (125)
-79.5320816	43.7174759	2017-12-18T05:00:00.000Z	House	Monday    	22	D31	Pelmo Park-Humberlea (23)
-79.4379196	43.6403351	2017-01-01T05:00:00.000Z	Outside	Sunday    	19	D11	Roncesvalles (86)
-79.5047607	43.715744	2017-12-19T05:00:00.000Z	Commercial	Tuesday   	19	D12    	Rustic (28)
-79.5410919	43.7459641	2017-12-20T05:00:00.000Z	House	Wednesday 	20	D31    	Humbermede (22)
-79.5680466	43.6775055	2017-12-21T05:00:00.000Z	House	Thursday  	23	D23	Willowridge-Martingrove-Richview (7)
-79.2659149	43.7274132	2017-12-08T05:00:00.000Z	Outside	Friday    	19	D41	Kennedy Park (124)
-79.2814941	43.7847366	2017-12-21T05:00:00.000Z	Outside	Thursday  	20	D42    	Agincourt South-Malvern West (128)
-79.3014297	43.7638702	2017-11-17T05:00:00.000Z	Commercial	Friday    	8	D41	Wexford/Maryvale (119)
-79.2577362	43.7307701	2017-12-22T05:00:00.000Z	Outside	Friday    	15	D41	Kennedy Park (124)
-79.2577362	43.7307701	2017-12-22T05:00:00.000Z	Outside	Friday    	15	D41	Kennedy Park (124)
